,CRE,Cell_type,replicate_ID,umi_count
456,somebody,brain,1,0
457,somebody,brain,1,0
458,somebody,brain,1,0
459,somebody,brain,1,0
460,somebody,brain,1,0
461,somebody,brain,1,0
462,somebody,brain,1,0
463,somebody,brain,1,0
464,somebody,brain,1,0
465,somebody,brain,1,0
466,somebody,brain,1,0
467,somebody,brain,1,0
468,somebody,brain,1,0
469,somebody,brain,1,0
470,somebody,brain,1,0
471,somebody,brain,1,0
472,somebody,brain,1,0
473,somebody,brain,1,0
474,somebody,brain,1,0
475,somebody,brain,1,0
476,somebody,brain,1,0
477,somebody,brain,1,0
478,somebody,brain,1,0
479,somebody,brain,1,0
480,somebody,brain,1,0
481,somebody,brain,1,0
482,somebody,brain,1,0
483,somebody,brain,1,0
484,somebody,brain,1,0
485,somebody,brain,1,0
486,somebody,brain,1,0
487,somebody,brain,1,0
488,somebody,brain,1,0
489,somebody,brain,1,0
490,somebody,brain,1,0
491,somebody,brain,1,0
492,somebody,brain,1,0
493,somebody,brain,1,0
494,somebody,brain,1,0
495,somebody,brain,1,0
496,somebody,brain,1,0
497,somebody,brain,1,0
498,somebody,brain,1,0
499,somebody,brain,1,0
500,somebody,brain,1,0
501,somebody,brain,1,0
502,somebody,brain,1,0
503,somebody,brain,1,0
504,somebody,brain,1,0
505,somebody,brain,1,0
506,somebody,brain,1,0
507,somebody,brain,1,0
508,somebody,brain,1,0
509,somebody,brain,1,0
510,somebody,brain,1,0
511,somebody,brain,1,0
512,somebody,brain,1,0
513,somebody,brain,1,0
514,somebody,brain,1,0
515,somebody,brain,1,0
516,somebody,brain,1,0
517,somebody,brain,1,0
518,somebody,brain,1,0
519,somebody,brain,1,0
520,somebody,brain,1,0
521,somebody,brain,1,0
522,somebody,brain,1,0
523,somebody,brain,1,0
524,somebody,brain,1,0
525,somebody,brain,1,0
526,somebody,brain,1,0
527,somebody,brain,1,0
528,somebody,brain,1,0
529,somebody,brain,1,0
530,somebody,brain,1,0
531,somebody,brain,1,0
532,somebody,brain,1,0
533,somebody,brain,1,0
534,somebody,brain,1,0
535,somebody,brain,1,0
536,somebody,brain,1,0
537,somebody,brain,1,0
538,somebody,brain,1,0
539,somebody,brain,1,0
540,somebody,brain,1,0
541,somebody,brain,1,0
542,somebody,brain,1,0
543,somebody,brain,1,0
544,somebody,brain,1,0
545,somebody,brain,1,0
546,somebody,brain,1,0
547,somebody,brain,1,0
548,somebody,brain,1,0
549,somebody,brain,1,0
550,somebody,brain,1,0
551,somebody,brain,1,0
552,somebody,brain,1,0
553,somebody,brain,1,0
554,somebody,brain,1,0
555,somebody,brain,1,0
556,somebody,brain,1,0
557,somebody,brain,1,0
558,somebody,brain,1,0
559,somebody,brain,1,0
560,somebody,brain,1,0
561,somebody,brain,1,0
562,somebody,brain,1,0
563,somebody,brain,1,0
564,somebody,brain,1,0
565,somebody,brain,1,0
566,somebody,brain,1,0
567,somebody,brain,1,0
568,somebody,brain,1,0
569,somebody,brain,1,0
570,somebody,brain,1,0
571,somebody,brain,1,0
572,somebody,brain,1,0
573,somebody,brain,1,0
574,somebody,brain,1,0
575,somebody,brain,1,0
576,somebody,brain,1,0
577,somebody,brain,1,0
578,somebody,brain,1,0
579,somebody,brain,1,0
580,somebody,brain,1,0
581,somebody,brain,1,0
582,somebody,brain,1,0
583,somebody,brain,1,0
584,somebody,brain,1,0
585,somebody,brain,1,0
586,somebody,brain,1,0
587,somebody,brain,1,0
588,somebody,brain,1,0
589,somebody,brain,1,0
590,somebody,brain,1,0
591,somebody,brain,1,0
592,somebody,brain,1,0
593,somebody,brain,1,0
594,somebody,brain,1,0
595,somebody,brain,1,0
596,somebody,brain,1,0
597,somebody,brain,1,0
598,somebody,brain,1,0
599,somebody,brain,1,0
600,somebody,brain,1,0
601,somebody,brain,1,0
602,somebody,brain,1,0
603,somebody,brain,1,0
604,somebody,brain,1,0
605,somebody,brain,1,0
606,somebody,brain,1,0
607,somebody,brain,1,0
608,somebody,brain,1,0
609,somebody,brain,1,0
610,somebody,brain,1,0
611,somebody,brain,1,0
612,somebody,brain,1,0
613,somebody,brain,1,0
614,somebody,brain,1,0
615,somebody,brain,1,0
616,somebody,brain,1,0
617,somebody,brain,1,0
618,somebody,brain,1,0
619,somebody,brain,1,0
620,somebody,brain,1,0
621,somebody,brain,1,0
622,somebody,brain,1,0
623,somebody,brain,1,0
624,somebody,brain,1,0
625,somebody,brain,1,0
626,somebody,brain,1,0
627,somebody,brain,1,0
628,somebody,brain,1,0
629,somebody,brain,1,0
630,somebody,brain,1,0
631,somebody,brain,1,0
632,somebody,brain,1,0
633,somebody,brain,1,0
634,somebody,brain,1,0
635,somebody,brain,1,0
636,somebody,brain,1,0
637,somebody,brain,1,0
638,somebody,brain,1,0
639,somebody,brain,1,0
640,somebody,brain,1,0
641,somebody,brain,1,0
642,somebody,brain,1,0
643,somebody,brain,1,0
644,somebody,brain,1,0
645,somebody,brain,1,0
646,somebody,brain,1,0
647,somebody,brain,1,0
648,somebody,brain,1,0
649,somebody,brain,1,0
650,somebody,brain,1,0
651,somebody,brain,1,0
652,somebody,brain,1,0
653,somebody,brain,1,0
654,somebody,brain,1,0
655,somebody,brain,1,0
656,somebody,brain,1,0
657,somebody,brain,1,0
658,somebody,brain,1,0
659,somebody,brain,1,0
660,somebody,brain,1,0
661,somebody,brain,1,0
662,somebody,brain,1,0
663,somebody,brain,1,0
664,somebody,brain,1,0
665,somebody,brain,1,0
666,somebody,brain,1,0
667,somebody,brain,1,0
668,somebody,brain,1,0
669,somebody,brain,1,0
670,somebody,brain,1,0
671,somebody,brain,1,0
672,somebody,brain,1,0
673,somebody,brain,1,0
674,somebody,brain,1,0
675,somebody,brain,1,0
676,somebody,brain,1,0
677,somebody,brain,1,0
678,somebody,brain,1,0
679,somebody,brain,1,0
680,somebody,brain,1,0
681,somebody,brain,1,0
682,somebody,brain,1,0
683,somebody,brain,1,0
684,somebody,brain,1,0
685,somebody,brain,1,0
686,somebody,brain,1,0
687,somebody,brain,1,0
688,somebody,brain,1,0
689,somebody,brain,1,0
690,somebody,brain,1,0
691,somebody,brain,1,0
692,somebody,brain,1,0
693,somebody,brain,1,0
694,somebody,brain,1,0
695,somebody,brain,1,0
696,somebody,brain,1,0
697,somebody,brain,1,0
698,somebody,brain,1,0
699,somebody,brain,1,0
700,somebody,brain,1,0
701,somebody,brain,1,0
702,somebody,brain,1,0
703,somebody,brain,1,0
704,somebody,brain,1,0
705,somebody,brain,1,0
706,somebody,brain,1,0
707,somebody,brain,1,0
708,somebody,brain,1,0
709,somebody,brain,1,0
710,somebody,brain,1,0
711,somebody,brain,1,0
712,somebody,brain,1,0
713,somebody,brain,1,0
714,somebody,brain,1,0
715,somebody,brain,1,0
716,somebody,brain,1,0
717,somebody,brain,1,0
718,somebody,brain,1,0
719,somebody,brain,1,0
720,somebody,brain,1,0
721,somebody,brain,1,0
722,somebody,brain,1,0
723,somebody,brain,1,0
724,somebody,brain,1,0
725,somebody,brain,1,0
726,somebody,brain,1,0
727,somebody,brain,1,0
728,somebody,brain,1,0
729,somebody,brain,1,0
730,somebody,brain,1,0
731,somebody,brain,1,0
732,somebody,brain,1,0
733,somebody,brain,1,0
734,somebody,brain,1,0
735,somebody,brain,1,0
736,somebody,brain,1,0
737,somebody,brain,1,0
738,somebody,brain,1,0
739,somebody,brain,1,0
740,somebody,brain,1,0
741,somebody,brain,1,0
742,somebody,brain,1,0
743,somebody,brain,1,0
744,somebody,brain,1,0
745,somebody,brain,1,0
746,somebody,brain,1,0
747,somebody,brain,1,0
748,somebody,brain,1,0
749,somebody,brain,1,0
750,somebody,brain,1,0
751,somebody,brain,1,0
752,somebody,brain,1,0
753,somebody,brain,1,0
754,somebody,brain,1,0
755,somebody,brain,1,0
756,somebody,brain,1,0
757,somebody,brain,1,0
758,somebody,brain,1,0
759,somebody,brain,1,0
760,somebody,brain,1,0
761,somebody,brain,1,0
762,somebody,brain,1,0
763,somebody,brain,1,0
764,somebody,brain,1,0
765,somebody,brain,1,0
766,somebody,brain,1,0
767,somebody,brain,1,0
768,somebody,brain,1,0
769,somebody,brain,1,0
770,somebody,brain,1,0
771,somebody,brain,1,0
772,somebody,brain,1,0
773,somebody,brain,1,0
774,somebody,brain,1,0
775,somebody,brain,1,0
776,somebody,brain,1,0
777,somebody,brain,1,0
778,somebody,brain,1,0
779,somebody,brain,1,0
780,somebody,brain,1,0
781,somebody,brain,1,0
782,somebody,brain,1,0
783,somebody,brain,1,0
784,somebody,brain,1,0
785,somebody,brain,1,0
786,somebody,brain,1,0
787,somebody,brain,1,0
788,somebody,brain,1,0
789,somebody,brain,1,0
790,somebody,brain,1,0
791,somebody,brain,1,0
792,somebody,brain,1,0
793,somebody,brain,1,0
794,somebody,brain,1,0
795,somebody,brain,1,0
796,somebody,brain,1,0
797,somebody,brain,1,0
798,somebody,brain,1,0
799,somebody,brain,1,0
800,somebody,brain,1,0
801,somebody,brain,1,0
802,somebody,brain,1,0
803,somebody,brain,1,0
804,somebody,brain,1,0
805,somebody,brain,1,0
806,somebody,brain,1,0
807,somebody,brain,1,0
808,somebody,brain,1,9
809,somebody,brain,1,3
810,somebody,brain,1,15
811,somebody,brain,1,19
812,somebody,brain,1,10
813,somebody,brain,1,18
814,somebody,brain,1,11
815,somebody,brain,1,15
816,somebody,brain,1,13
817,somebody,brain,1,16
818,somebody,brain,1,8
819,somebody,brain,1,17
820,somebody,brain,1,10
821,somebody,brain,1,14
822,somebody,brain,1,5
823,somebody,brain,1,17
824,somebody,brain,1,15
825,somebody,brain,1,6
826,somebody,brain,1,15
827,somebody,brain,1,12
828,somebody,brain,1,25
829,somebody,brain,1,8
830,somebody,brain,1,6
831,somebody,brain,1,15
832,somebody,brain,1,14
833,somebody,brain,1,7
834,somebody,brain,1,5
835,somebody,brain,1,15
836,somebody,brain,1,18
837,somebody,brain,1,3
838,somebody,brain,1,9
839,somebody,brain,1,6
840,somebody,brain,1,2
841,somebody,brain,1,7
842,somebody,brain,1,6
843,somebody,brain,1,6
844,somebody,brain,1,18
845,somebody,brain,1,8
846,somebody,brain,1,16
847,somebody,brain,1,6
848,somebody,brain,1,7
849,somebody,brain,1,9
850,somebody,brain,1,4
851,somebody,brain,1,4
852,somebody,brain,1,21
853,somebody,brain,1,4
854,somebody,brain,1,12
855,somebody,brain,1,6
856,somebody,brain,1,16
857,somebody,brain,1,7
858,somebody,brain,1,15
859,somebody,brain,1,10
860,somebody,brain,1,2
861,somebody,brain,1,7
862,somebody,brain,1,4
863,somebody,brain,1,5
864,somebody,brain,1,13
865,somebody,brain,1,10
866,somebody,brain,1,7
867,somebody,brain,1,6
868,somebody,brain,1,9
869,somebody,brain,1,13
870,somebody,brain,1,6
871,somebody,brain,1,2
872,somebody,brain,1,1
873,somebody,brain,1,4
874,somebody,brain,1,9
875,somebody,brain,1,12
876,somebody,brain,1,13
877,somebody,brain,1,4
878,somebody,brain,1,15
879,somebody,brain,1,28
880,somebody,brain,1,11
881,somebody,brain,1,13
882,somebody,brain,1,14
883,somebody,brain,1,5
884,somebody,brain,1,6
885,somebody,brain,1,4
886,somebody,brain,1,26
887,somebody,brain,1,6
888,somebody,brain,1,23
889,somebody,brain,1,10
890,somebody,brain,1,2
891,somebody,brain,1,4
892,somebody,brain,1,26
893,somebody,brain,1,8
894,somebody,brain,1,14
895,somebody,brain,1,5
896,somebody,brain,1,0
897,somebody,brain,1,7
898,somebody,brain,1,12
899,somebody,brain,1,14
900,somebody,brain,1,13
901,somebody,brain,1,12
902,somebody,brain,1,12
903,somebody,brain,1,5
904,everybody,brain,1,0
905,everybody,brain,1,0
906,everybody,brain,1,0
907,everybody,brain,1,0
908,everybody,brain,1,0
909,everybody,brain,1,0
910,everybody,brain,1,0
911,everybody,brain,1,0
912,everybody,brain,1,0
913,everybody,brain,1,0
914,everybody,brain,1,0
915,everybody,brain,1,0
916,everybody,brain,1,0
917,everybody,brain,1,0
918,everybody,brain,1,0
919,everybody,brain,1,0
920,everybody,brain,1,0
921,everybody,brain,1,0
922,everybody,brain,1,0
923,everybody,brain,1,0
924,everybody,brain,1,0
925,everybody,brain,1,0
926,everybody,brain,1,0
927,everybody,brain,1,0
928,everybody,brain,1,0
929,everybody,brain,1,0
930,everybody,brain,1,0
931,everybody,brain,1,0
932,everybody,brain,1,0
933,everybody,brain,1,0
934,everybody,brain,1,0
935,everybody,brain,1,0
936,everybody,brain,1,0
937,everybody,brain,1,0
938,everybody,brain,1,0
939,everybody,brain,1,0
940,everybody,brain,1,0
941,everybody,brain,1,0
942,everybody,brain,1,0
943,everybody,brain,1,0
944,everybody,brain,1,0
945,everybody,brain,1,0
946,everybody,brain,1,0
947,everybody,brain,1,0
948,everybody,brain,1,0
949,everybody,brain,1,0
950,everybody,brain,1,0
951,everybody,brain,1,0
952,everybody,brain,1,0
953,everybody,brain,1,0
954,everybody,brain,1,0
955,everybody,brain,1,0
956,everybody,brain,1,0
957,everybody,brain,1,0
958,everybody,brain,1,0
959,everybody,brain,1,0
960,everybody,brain,1,0
961,everybody,brain,1,0
962,everybody,brain,1,0
963,everybody,brain,1,0
964,everybody,brain,1,0
965,everybody,brain,1,0
966,everybody,brain,1,0
967,everybody,brain,1,0
968,everybody,brain,1,0
969,everybody,brain,1,0
970,everybody,brain,1,0
971,everybody,brain,1,0
972,everybody,brain,1,0
973,everybody,brain,1,0
974,everybody,brain,1,0
975,everybody,brain,1,0
976,everybody,brain,1,0
977,everybody,brain,1,0
978,everybody,brain,1,0
979,everybody,brain,1,0
980,everybody,brain,1,0
981,everybody,brain,1,0
982,everybody,brain,1,0
983,everybody,brain,1,0
984,everybody,brain,1,0
985,everybody,brain,1,0
986,everybody,brain,1,0
987,everybody,brain,1,0
988,everybody,brain,1,0
989,everybody,brain,1,0
990,everybody,brain,1,0
991,everybody,brain,1,0
992,everybody,brain,1,0
993,everybody,brain,1,0
994,everybody,brain,1,0
995,everybody,brain,1,0
996,everybody,brain,1,0
997,everybody,brain,1,0
998,everybody,brain,1,0
999,everybody,brain,1,0
1000,everybody,brain,1,0
1001,everybody,brain,1,0
1002,everybody,brain,1,0
1003,everybody,brain,1,0
1004,everybody,brain,1,0
1005,everybody,brain,1,0
1006,everybody,brain,1,0
1007,everybody,brain,1,0
1008,everybody,brain,1,0
1009,everybody,brain,1,0
1010,everybody,brain,1,0
1011,everybody,brain,1,0
1012,everybody,brain,1,0
1013,everybody,brain,1,0
1014,everybody,brain,1,0
1015,everybody,brain,1,0
1016,everybody,brain,1,0
1017,everybody,brain,1,0
1018,everybody,brain,1,0
1019,everybody,brain,1,0
1020,everybody,brain,1,0
1021,everybody,brain,1,0
1022,everybody,brain,1,0
1023,everybody,brain,1,0
1024,everybody,brain,1,0
1025,everybody,brain,1,0
1026,everybody,brain,1,0
1027,everybody,brain,1,0
1028,everybody,brain,1,0
1029,everybody,brain,1,0
1030,everybody,brain,1,0
1031,everybody,brain,1,0
1032,everybody,brain,1,0
1033,everybody,brain,1,0
1034,everybody,brain,1,0
1035,everybody,brain,1,0
1036,everybody,brain,1,0
1037,everybody,brain,1,0
1038,everybody,brain,1,0
1039,everybody,brain,1,0
1040,everybody,brain,1,0
1041,everybody,brain,1,0
1042,everybody,brain,1,0
1043,everybody,brain,1,0
1044,everybody,brain,1,0
1045,everybody,brain,1,0
1046,everybody,brain,1,0
1047,everybody,brain,1,0
1048,everybody,brain,1,0
1049,everybody,brain,1,0
1050,everybody,brain,1,0
1051,everybody,brain,1,0
1052,everybody,brain,1,0
1053,everybody,brain,1,0
1054,everybody,brain,1,0
1055,everybody,brain,1,0
1056,everybody,brain,1,0
1057,everybody,brain,1,0
1058,everybody,brain,1,0
1059,everybody,brain,1,0
1060,everybody,brain,1,0
1061,everybody,brain,1,0
1062,everybody,brain,1,0
1063,everybody,brain,1,0
1064,everybody,brain,1,0
1065,everybody,brain,1,0
1066,everybody,brain,1,0
1067,everybody,brain,1,0
