	name	debug
10	Bend5_chr4_8175	ok
11	Cdk5r1_chr11_12559	ok
12	Epas1_chr17_10061	ok
13	Map1b_chr13_9447	ok
14	Tubb2b_chr13_2590	ok
15	eef1aP	ok
16	Col1a1_chr11_15270	ok
17	Lamb1_chr12_2239	ok
18	Tgfbi_chr13_5705	ok
19	Tubb2b_chr13_2576	ok
20	Epas1_chr17_10070	ok
21	Epas1_chr17_10071	ok
22	Lamc1_chr1_12152	ok
23	Sox17_chr1_82	ok
24	Sparc_chr11_7195	ok
25	Map1b_chr13_9445	ok
26	Cited2_chr10_1254	ok
27	Col1a1_chr11_15307	ok
28	Col1a1_chr11_15322	ok
29	Lama1_chr17_7793	ok
30	Lamb1_chr12_2183	ok
31	Lamb1_chr12_2296	ok
32	Sox17_chr1_67	ok
33	Txndc12_chr4_7962	ok
34	Txndc12_chr4_7978	ok
35	Btg1_chr10_9578	ok
36	Sox4_chr13_2052	ok
37	Igfbp4_chr11_16743	ok
38	ubcP	ok
39	Bend5_chr4_8179	ok
40	Tubb2b_chr13_2577	ok
41	Cdk5r1_chr11_12574	ok
42	Cdk5r1_chr11_12582	ok
43	Foxa2_chr2_13808	ok
44	Foxa2_chr2_13841	ok
45	Gata4_chr14_5677	ok
46	Gata4_chr14_5760	ok
47	Sparc_chr11_7243	ok
48	Tgfbi_chr13_5741	ok
49	Gata4_chr14_5742	ok
50	Foxa2_chr2_13840	ok
51	Sparc_chr11_7234	ok
52	Gata4_chr14_5749	ok
53	Sox2_chr3_2005	ok
54	Txndc12_chr4_7961	ok
55	Cdk5r1_chr11_12562	ok
56	Lamb1_chr12_2210	ok
57	pgk1P	ok
58	Col1a2_chr6_77	ok
59	Klf4_chr4_3934	ok
60	Map1b_chr13_9429	ok
61	Igfbp4_chr11_16711	ok
62	Sparc_chr11_7235	ok
63	Bend5_chr4_8174	ok
64	Sox4_chr13_2055	ok
65	Tubb2b_chr13_2568	ok
66	Txndc12_chr4_7973	ok
67	Sox17_chr1_58	ok
68	Txndc12_chr4_7951	ok
69	Igfbp4_chr11_16740	ok
70	Igfbp4_chr11_16710	ok
71	Klf4_chr4_3948	ok
72	Tgfbi_chr13_5692	ok
73	Col1a2_chr6_93	ok
74	Igfbp4_chr11_16728	ok
75	Foxa2_chr2_13858	ok
76	Sparc_chr11_7203	ok
77	Lamc1_chr1_12175	ok
78	Cited2_chr10_1253	ok
79	Btg1_chr10_9588	ok
80	Btg1_chr10_9612	ok
81	Col1a1_chr11_15269	ok
82	Epas1_chr17_10056	ok
83	Foxa2_chr2_13818	ok
84	Klf4_chr4_3946	ok
85	Klf4_chr4_3949	ok
86	Lama1_chr17_7799	NaNs in SEs; H=np.array([[-596.3826527577747, -31.395896558468493, -214.58805310896966, -86.16619641549866, -59.32215273214295, 45.0383236672634, 45.40073560285225, 43.60161584254787, 46.82864897682614, 44.184745759335776, 43.440125330246175, 2.2609528219980417], [-31.395896558468493, -31.395896558468493, 0.0, 0.0, 0.0, 2.3123884066665497, 2.4384876117887315, 2.709285245534855, 2.192303847767437, 2.3949613805641405, 2.179066618159014, 0.006598717974755733], [-214.58805310896966, 0.0, -214.58805310896966, 0.0, 0.0, 16.459761409488873, 15.626084335384585, 15.152475888779582, 18.013094086599555, 16.028874944711664, 14.58853253602897, 1.7624377558850264], [-86.16619641549866, 0.0, 0.0, -86.16619641549866, 0.0, 6.608505363215994, 6.514314260332797, 6.575264233039286, 6.813245849274995, 6.169305970427839, 6.269085113670123, 0.03241867830331989], [-59.32215273214295, 0.0, 0.0, 0.0, -59.32215273214295, 4.476642202421058, 4.712368526169545, 4.467721612284329, 4.220641861390788, 4.733735756595628, 4.332142583028875, 0.009580014208264667], [45.0383236672634, 2.3123884066665497, 16.45976140948887, 6.608505363215994, 4.476642202421058, -24.657220113988885, 0.0, 0.0, 0.0, 0.0, 0.0, 3.072495381863694], [45.40073560285225, 2.4384876117887315, 15.626084335384585, 6.514314260332796, 4.712368526169545, 0.0, -23.70074101802679, 0.0, 0.0, 0.0, 0.0, 3.0320222856858217], [43.60161584254788, 2.709285245534855, 15.152475888779593, 6.575264233039286, 4.467721612284329, 0.0, 0.0, -21.131101772043046, 0.0, 0.0, 0.0, 2.8986503755842947], [46.82864897682614, 2.192303847767437, 18.013094086599555, 6.813245849274997, 4.220641861390788, 0.0, 0.0, 0.0, -20.77136544367705, 0.0, 0.0, 3.275824925611452], [44.184745759335776, 2.3949613805641405, 16.028874944711664, 6.16930597042784, 4.733735756595628, 0.0, 0.0, 0.0, 0.0, -23.186168690878304, 0.0, 2.9986723489136775], [43.44012533024618, 2.179066618159014, 14.58853253602897, 6.269085113670123, 4.332142583028878, 0.0, 0.0, 0.0, 0.0, 0.0, -24.339366336540927, 2.891203628224716], [2.2609528219975914, 0.006598717974744872, 1.7624377558850313, 0.03241867830330847, 0.009580014208239618, 3.072495381863064, 3.0320222856850023, 2.8986503755837703, 3.275824925611005, 2.998672348914397, 2.891203628225071, -22.57480190392471]])
87	Lama1_chr17_7814	ok
88	Lamb1_chr12_2216	ok
89	Lamb1_chr12_2238	ok
90	Lamc1_chr1_12127	ok
91	Sparc_chr11_7213	ok
92	Tgfbi_chr13_5701	ok
93	Tubb2b_chr13_2580	ok
94	Txndc12_chr4_7971	ok
95	Gata4_chr14_5779	ok
96	Igfbp4_chr11_16716	ok
97	Klf4_chr4_3958	ok
98	Lama1_chr17_7784	ok
99	Sparc_chr11_7180	ok
100	Sparc_chr11_7199	ok
101	Sparc_chr11_7205	ok
102	Bend5_chr4_8201	ok
103	Cdk5r1_chr11_12590	ok
104	Gata4_chr14_5710	ok
105	Igfbp4_chr11_16784	ok
106	Bend5_chr4_8168	ok
107	Btg1_chr10_9572	NaNs in SEs; H=np.array([[-135.8046413336901, -12.539579872383568, -42.41589384632376, 9.592846566278356, 9.95050434101721, 9.367152865073892, 8.743252410496687, 8.229128206821711, 9.202832167375767, 0.11987919035288613], [-12.539579872383568, -12.539579872383568, 0.0, 0.8876197229774844, 0.7943987991269001, 0.9275877246309605, 0.7619689495639472, 0.784351080879681, 0.9619931475112632, 0.0012185730800773438], [-42.41589384632376, 0.0, -42.41589384632376, 2.7486026440706275, 3.3018288480671276, 3.038816945470224, 2.6650249793861787, 2.567189647607875, 2.916713768835542, 0.03728956144405838], [9.592846566278357, 0.8876197229774844, 2.7486026440706275, -4.841759771448964, 0.0, 0.0, 0.0, 0.0, 0.0, 0.37743905200422356], [9.95050434101721, 0.7943987991269001, 3.3018288480671276, 0.0, -4.764492714856677, 0.0, 0.0, 0.0, 0.0, 0.39432809773274363], [9.367152865073892, 0.9275877246309605, 3.038816945470224, 0.0, 0.0, -5.420422898115742, 0.0, 0.0, 0.0, 0.3662694112588643], [8.743252410496686, 0.7619689495639472, 2.6650249793861778, 0.0, 0.0, 0.0, -2.886924330496647, 0.0, 0.0, 0.34507296640250457], [8.229128206821711, 0.784351080879681, 2.567189647607875, 0.0, 0.0, 0.0, 0.0, -2.7460780520898203, 0.0, 0.32279676173020067], [9.202832167375767, 0.9619931475112632, 2.916713768835542, 0.0, 0.0, 0.0, 0.0, 0.0, -4.246623585196115, 0.35853150880643053], [0.1198791903532026, 0.001218573080071561, 0.03728956144400186, 0.3774390520041493, 0.39432809773276745, 0.36626941125868484, 0.3450729664025687, 0.322796761730217, 0.35853150880654994, -3.0105631682993135]])
108	Col5a1_chr2_2562	ok
109	Tgfbi_chr13_5735	ok
110	Cited2_chr10_1267	ok
111	Sparc_chr11_7233	ok
112	Col1a1_chr11_15258	ok
113	Col1a1_chr11_15273	NaNs in SEs; H=np.array([[-429.71646480932117, -54.04266633028353, -32.492099331909436, -108.12795027594738, -21.61036980174165, 33.91849376771612, 31.884837575211, 32.258222518263665, 33.93567668548474, 33.39111992304258, 33.16759151527103, 0.8750668067518739], [-54.04266633028353, -54.04266633028353, 0.0, 0.0, 0.0, 4.1229611200920075, 4.061501655980409, 3.8252061460215003, 4.111709900892266, 4.742325386163877, 4.100237013730171, 0.05649526203761973], [-32.492099331909436, 0.0, -32.492099331909436, 0.0, 0.0, 2.467773179124036, 2.4841707447568853, 2.609563199810845, 2.5216537838696786, 2.5015793299298736, 2.4804977938815136, 0.00627711697258029], [-108.12795027594738, 0.0, 0.0, -108.12795027594738, 0.0, 8.537757796300053, 8.104424848032718, 8.26136522752313, 8.641528638022649, 8.223028481236913, 8.342331903724897, 0.09489769551892904], [-21.61036980174165, 0.0, 0.0, 0.0, -21.61036980174165, 1.7807430001772941, 1.6203148650120016, 1.6816386316956538, 1.5790006401191585, 1.692760836043168, 1.657817455811391, 0.0006132774985786718], [33.91849376771612, 4.1229611200920075, 2.467773179124036, 8.537757796300053, 1.7807430001772941, -17.126043985818768, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7456508321050288], [31.884837575211, 4.061501655980409, 2.4841707447568853, 8.104424848032718, 1.6203148650120016, 0.0, -15.94708343692146, 0.0, 0.0, 0.0, 0.0, 1.6267575578196576], [32.258222518263665, 3.8252061460215003, 2.609563199810842, 8.261365227523132, 1.6816386316956538, 0.0, 0.0, -16.804906140036106, 0.0, 0.0, 0.0, 1.6446790495641133], [33.93567668548475, 4.111709900892266, 2.5216537838696786, 8.641528638022649, 1.5790006401191585, 0.0, 0.0, 0.0, -18.67364270127073, 0.0, 0.0, 1.753724620910865], [33.39111992304258, 4.742325386163877, 2.5015793299298736, 8.223028481236915, 1.692760836043168, 0.0, 0.0, 0.0, 0.0, -17.521055791158382, 0.0, 1.70305144015942], [33.16759151527103, 4.100237013730171, 2.4804977938815136, 8.342331903724897, 1.657817455811391, 0.0, 0.0, 0.0, 0.0, 0.0, -14.922466364098401, 1.706779470011093], [0.8750668067512208, 0.056495262037635996, 0.006277116972592367, 0.09489769551903038, 0.0006132774985729839, 1.7456508321060937, 1.626757557819758, 1.6446790495638766, 1.7537246209118393, 1.7030514401590722, 1.7067794700098489, -12.471135364293332]])
114	Col1a2_chr6_88	NaNs in SEs; H=np.array([[-171.3682332284166, -17.361373049266074, -49.33801215637994, -20.59227192520358, 13.4289758165571, 12.975647911673489, 13.80654477563105, 13.748146503973674, 13.63880442927866, 14.053713066259178, 0.055919997394671704], [-17.361373049266074, -17.361373049266074, 0.0, 0.0, 1.311596253231164, 1.3319603932583042, 1.3752826205780324, 1.2627013570371532, 1.4091827321651855, 1.562311085001739, 0.0014429644306456577], [-49.33801215637994, 0.0, -49.33801215637994, 0.0, 3.900338023398347, 3.6746236671993415, 4.0176230913930935, 4.303423901409636, 3.679422323142428, 4.008977120712226, 0.00982960725485533], [-20.59227192520358, 0.0, 0.0, -20.59227192520358, 1.536730313355859, 1.6061861858143647, 1.6488418826831144, 1.608543911579301, 1.7112197284050017, 1.6815638639697998, 0.0003118868956608241], [13.4289758165571, 1.311596253231164, 3.900338023398347, 1.536730313355859, -6.59624410363981, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3206804961320799], [12.975647911673489, 1.3319603932583042, 3.6746236671993415, 1.6061861858143647, 0.0, -5.175135519161293, 0.0, 0.0, 0.0, 0.0, 0.3069543136461828], [13.80654477563105, 1.3752826205780324, 4.0176230913930935, 1.6488418826831146, 0.0, 0.0, -7.793106262703941, 0.0, 0.0, 0.0, 0.3275912195683585], [13.748146503973674, 1.2627013570371532, 4.303423901409635, 1.608543911579301, 0.0, 0.0, 0.0, -8.040906820194378, 0.0, 0.0, 0.32565455599771315], [13.638804429278629, 1.4091827321651846, 3.679422323142428, 1.7112197284050017, 0.0, 0.0, 0.0, 0.0, -6.4628367577320684, 0.0, 0.3238291474572177], [14.053713066259178, 1.5623110850017379, 4.008977120712226, 1.6815638639697983, 0.0, 0.0, 0.0, 0.0, 0.0, -6.979280116815387, 0.33151008260193343], [0.0559199973943052, 0.0014429644306463985, 0.009829607254797423, 0.00031188689566441496, 0.3206804961322405, 0.30695431364608794, 0.32759121956843273, 0.32565455599683446, 0.32382914745750213, 0.33151008260017534, -2.4465669348728625]])
115	Epas1_chr17_10063	ok
116	Epas1_chr17_10064	NaNs in SEs; H=np.array([[-192.732652761583, -21.11742925062365, -44.24928986304289, 13.25280419990178, 13.57041477904738, 13.67866112799643, 12.47940348797546, 13.064810928432141, 12.939455657937991, 0.6589271068862028], [-21.11742925062365, -21.11742925062365, 0.0, 1.5150287268240583, 1.5000057223248529, 1.4089566788957837, 1.2856868306395994, 1.412134661091401, 1.5755386778884055, 0.013391806701263172], [-44.24928986304289, 0.0, -44.24928986304289, 3.0500876850364387, 3.297197343602746, 3.032466562287102, 2.6251875493153647, 3.2569839186177076, 2.874274944924313, 0.07650357444189111], [13.25280419990178, 1.5150287268240583, 3.0500876850364387, -8.012820285215472, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0415022548081643], [13.570414779047377, 1.5000057223248529, 3.297197343602742, 0.0, -6.025489857338732, 0.0, 0.0, 0.0, 0.0, 1.063177449783503], [13.67866112799643, 1.4089566788957848, 3.0324665622871017, 0.0, 0.0, -6.484189144962674, 0.0, 0.0, 0.0, 1.0884684283064063], [12.479403487975462, 1.2856868306395994, 2.625187549315364, 0.0, 0.0, 0.0, -5.40111558353133, 0.0, 0.0, 0.9981919706349006], [13.064810928432141, 1.412134661091401, 3.2569839186177068, 0.0, 0.0, 0.0, 0.0, -6.495383868757403, 0.0, 1.0224617562331533], [12.939455657937991, 1.5755386778884055, 2.8742749449243115, 0.0, 0.0, 0.0, 0.0, 0.0, -5.17359336307016, 1.0148954654289424], [0.6589271068863667, 0.013391806701227082, 0.0765035744418725, 1.041502254808222, 1.0631774497835096, 1.0884684283064416, 0.9981919706348492, 1.0224617562331986, 1.0148954654289923, -8.970033279540075]])
117	Epas1_chr17_10116	ok
118	Foxa2_chr2_13812	NaNs in SEs; H=np.array([[-459.37614171593214, -85.4377883721396, -43.82064488404614, -25.537663728295094, -62.37307086428033, 32.43121248160824, 33.242624192319326, 32.063156573679194, 31.754794667717384, 30.347970002708074, 31.195462984060043, 0.7394616527698282], [-85.4377883721396, -85.4377883721396, 0.0, 0.0, 0.0, 5.614682884503329, 6.618741887346513, 6.07340111292866, 5.8676608460558635, 5.928087525830895, 5.4579517716143755, 0.1374572525648042], [-43.82064488404614, 0.0, -43.82064488404614, 0.0, 0.0, 3.0579778325781337, 3.232200555062929, 3.0584880121350926, 3.053229506086832, 2.9804647536818134, 2.8749821797725943, 0.011072699005310733], [-25.537663728295094, 0.0, 0.0, -25.537663728295094, 0.0, 1.8041169808863007, 1.9018027545744405, 1.8602986269963178, 1.8795252993132412, 1.5708179718635114, 1.6731991053043427, 0.0010362766585098415], [-62.37307086428033, 0.0, 0.0, 0.0, -62.37307086428033, 4.401840968060545, 4.438694732011654, 4.358531096184447, 4.3399693901686245, 4.133758713325485, 4.331071799269662, 0.011614724316377029], [32.43121248160824, 5.614682884503327, 3.0579778325781337, 1.8041169808863007, 4.401840968060545, -15.639861294099315, 0.0, 0.0, 0.0, 0.0, 0.0, 1.455558948122403], [33.242624192319326, 6.618741887346513, 3.232200555062929, 1.9018027545744405, 4.438694732011655, 0.0, -14.98628046116648, 0.0, 0.0, 0.0, 0.0, 1.4783753437724645], [32.063156573679194, 6.07340111292866, 3.0584880121350926, 1.8602986269963178, 4.358531096184447, 0.0, 0.0, -15.69458773616641, 0.0, 0.0, 0.0, 1.4271279322587391], [31.754794667717384, 5.8676608460558635, 3.0532295060868306, 1.8795252993132412, 4.339969390168627, 0.0, 0.0, 0.0, -16.297631354814612, 0.0, 0.0, 1.4110516080843736], [30.347970002708113, 5.928087525830895, 2.9804647536818134, 1.5708179718635114, 4.133758713325485, 0.0, 0.0, 0.0, 0.0, -12.463578630691309, 0.0, 1.3549240685281723], [31.195462984060043, 5.4579517716143755, 2.8749821797725943, 1.6731991053043427, 4.331071799269662, 0.0, 0.0, 0.0, 0.0, 0.0, -12.08715843030372, 1.4012193177939927], [0.7394616527699895, 0.137457252564829, 0.011072699005307385, 0.0010362766585085836, 0.011614724316377334, 1.4555589481236666, 1.4783753437727682, 1.4271279322574628, 1.4110516080863817, 1.3549240685283621, 1.401219317794812, -11.150948000724384]])
119	Foxa2_chr2_13856	ok
120	Gata4_chr14_5763	ok
121	Gata4_chr14_5776	ok
122	Lamb1_chr12_2186	ok
123	Sox17_chr1_77	ok
124	Sox17_chr1_83	ok
125	Sox2_chr3_2009	ok
126	Tgfbi_chr13_5724	NaNs in SEs; H=np.array([[-886.839614965653, -102.77462172914255, -142.95573079662302, -92.79599596935547, -195.51601015682934, -113.9801884296823, -93.80204601147196, 61.57761211767533, 60.674336548819994, 62.71838760604103, 60.809364040913934, 56.84198896207591, 59.6351182742603, 1.512685063714567], [-102.77462172914255, -102.77462172914255, 0.0, 0.0, 0.0, 0.0, 0.0, 7.263518138990804, 7.21757977507728, 7.151070487974548, 7.443423412112724, 6.302193225804914, 6.612071995368658, 0.2726050476111678], [-142.95573079662302, 0.0, -142.95573079662302, 0.0, 0.0, 0.0, 0.0, 9.573816956276268, 9.919490642671795, 10.647259539589934, 9.873350490756275, 8.727027799567132, 9.476211309344986, 0.37620669572424736], [-92.79599596935547, 0.0, 0.0, -92.79599596935547, 0.0, 0.0, 0.0, 6.467177133794093, 5.652459888947509, 6.46755806851767, 6.65899962189931, 6.467129146936441, 6.128302450803783, 0.22016837748463852], [-195.51601015682934, 0.0, 0.0, 0.0, -195.51601015682934, 0.0, 0.0, 14.46407263272663, 12.915661042560576, 13.577109174197117, 13.14124600270706, 12.583791824166067, 13.269637784185774, 0.37874889843593756], [-113.9801884296823, 0.0, 0.0, 0.0, 0.0, -113.9801884296823, 0.0, 7.869065763452763, 7.82437923480544, 8.199852734421915, 7.5608673937866415, 7.300401711851449, 7.886665627776175, 0.06493672375170653], [-93.80204601147196, 0.0, 0.0, 0.0, 0.0, 0.0, -93.80204601147196, 6.321000089332353, 6.615724565042612, 6.294432938088502, 6.197984990645662, 6.035480934390113, 6.826631199233924, 0.08083514851069087], [61.57761211767533, 7.263518138990804, 9.573816956276268, 6.467177133794101, 14.46407263272663, 7.869065763452763, 6.321000089332347, -29.36946342601583, 0.0, 0.0, 0.0, 0.0, 0.0, 3.498635082176576], [60.67433654882, 7.217579775077285, 9.919490642671791, 5.652459888947509, 12.915661042560576, 7.82437923480544, 6.615724565042612, 0.0, -26.10188968368478, 0.0, 0.0, 0.0, 0.0, 3.4136880070734716], [62.71838760604103, 7.151070487974548, 10.647259539589934, 6.467558068517677, 13.577109174197117, 8.199852734421915, 6.2944329380885, 0.0, 0.0, -30.690460126976177, 0.0, 0.0, 0.0, 3.5537341461000653], [60.809364040913906, 7.443423412112724, 9.873350490756273, 6.65899962189931, 13.141246002707073, 7.560867393786641, 6.197984990645657, 0.0, 0.0, 0.0, -29.66751227927268, 0.0, 0.0, 3.461238681696305], [56.84198896207591, 6.302193225804914, 8.727027799567132, 6.467129146936442, 12.583791824166061, 7.300401711851449, 6.035480934390109, 0.0, 0.0, 0.0, 0.0, -22.164722245791914, 0.0, 3.209472344192717], [59.6351182742603, 6.612071995368658, 9.476211309344986, 6.128302450803785, 13.269637784185774, 7.886665627776177, 6.8266311992339235, 0.0, 0.0, 0.0, 0.0, 0.0, -25.864976748287706, 3.359719740832179], [1.5126850637147413, 0.2726050476111581, 0.37620669572430643, 0.2201683774846117, 0.37874889843591575, 0.06493672375173176, 0.08083514851074725, 3.4986350821769747, 3.4136880070727784, 3.5537341461002825, 3.461238681696045, 3.209472344192932, 3.3597197408336115, -29.886328929887895]])
127	Tubb2b_chr13_2578	ok
128	Gata4_chr14_5693	ok
129	Lamb1_chr12_2182	ok
130	Tubb2b_chr13_2557	ok
131	Col5a1_chr2_2571	ok
132	Epas1_chr17_10066	ok
133	Foxa2_chr2_13806	ok
134	Foxa2_chr2_13861	ok
135	Gata4_chr14_5729	ok
136	Igfbp4_chr11_16735	ok
137	Lama1_chr17_7788	ok
138	Lamb1_chr12_2189	ok
139	Sox17_chr1_60	ok
140	Sox4_chr13_2057	ok
141	Sox17_chr1_65	ok
142	Bend5_chr4_8199	ok
143	Lamc1_chr1_12185	ok
144	Sparc_chr11_7198	ok
145	Klf4_chr4_3951	ok
146	Map1b_chr13_9436	ok
147	Tubb2b_chr13_2572	ok
148	Cdk5r1_chr11_12575	ok
149	Gata4_chr14_5752	ok
