	name	debug
98	Bend5_chr4_8168	NaNs in SEs; H=np.array([[-338.40808605790744, -35.51769668012422, -50.53414884627327, -70.4050530164883, -33.1287296044617, 26.9726350147276, 25.243930221966302, 25.132754216844923, 24.426053214431832, 25.65825549974283, 26.205417188223322, 0.13950467549580614], [-35.51769668012422, -35.51769668012422, 0.0, 0.0, 0.0, 2.8036628322969395, 2.726585030847629, 2.773355348060472, 2.6356669296345747, 2.687824197656252, 2.5045591541953462, 0.006342532330859636], [-50.53414884627327, 0.0, -50.53414884627327, 0.0, 0.0, 4.098475327007798, 3.6264134648249877, 3.4985494165310524, 3.760977811494604, 3.6485639616304693, 4.283568415578001, 0.012503139101986945], [-70.4050530164883, 0.0, 0.0, -70.4050530164883, 0.0, 5.606445514064324, 5.228316255500128, 5.510294383901626, 5.06633594155245, 5.131911170748136, 5.339102411681957, 0.009638789705433004], [-33.1287296044617, 0.0, 0.0, 0.0, -33.1287296044617, 2.6778501148466654, 2.5814036870194785, 2.52297529925292, 2.4069507891963386, 2.412719069215199, 2.446972930234102, 0.002177931626687971], [26.9726350147276, 2.8036628322969412, 4.098475327007798, 5.6064455140643235, 2.6778501148466645, -13.273696709848377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.468460025781366], [25.243930221966302, 2.726585030847629, 3.626413464824983, 5.228316255500128, 2.5814036870194808, 0.0, -13.518288825673094, 0.0, 0.0, 0.0, 0.0, 0.43826323218466373], [25.13275421684492, 2.773355348060472, 3.4985494165310524, 5.510294383901626, 2.5229752992529195, 0.0, 0.0, -9.918835980274745, 0.0, 0.0, 0.0, 0.43353957425170947], [24.42605321443183, 2.6356669296345747, 3.7609778114946004, 5.06633594155245, 2.4069507891963386, 0.0, 0.0, 0.0, -12.908118179305632, 0.0, 0.0, 0.42308892514100194], [25.658255499742832, 2.6878241976562545, 3.6485639616304693, 5.131911170748136, 2.412719069215199, 0.0, 0.0, 0.0, 0.0, -12.44877588592754, 0.0, 0.45247619371097153], [26.20541718822332, 2.5045591541953467, 4.283568415578001, 5.339102411681957, 2.446972930234102, 0.0, 0.0, 0.0, 0.0, 0.0, -11.506499470285238, 0.4586782446600894], [0.1395046754958571, 0.006342532330855022, 0.01250313910199452, 0.009638789705441297, 0.0021779316266936632, 0.4684600257796774, 0.43826323218434027, 0.43353957425142653, 0.4230889251409735, 0.45247619371173187, 0.4586782446615416, -2.416935131908758]])
99	Bend5_chr4_8201	ok
100	Btg1_chr10_9612	NaNs in SEs; H=np.array([[-857.6582188379717, -67.96934754156383, -202.93705505020196, -55.21750440509668, -154.77014317625137, -96.02501329147051, 58.61970528328099, 56.74245577358257, 62.06765825399408, 61.18314177425107, 59.11186108823206, 58.90237079680337, 1.7839688728001868], [-67.96934754156383, -67.96934754156383, 0.0, 0.0, 0.0, 0.0, 4.555490126241353, 4.1472549791968305, 5.484132172521052, 5.017298606980564, 4.760970469277634, 4.503926755159184, 0.05065868893745348], [-202.93705505020196, 0.0, -202.93705505020196, 0.0, 0.0, 0.0, 13.308474760354486, 14.532191192858322, 14.676080885011732, 13.770103704492785, 12.99888253369249, 14.605086021907702, 0.8041802372616038], [-55.21750440509668, 0.0, 0.0, -55.21750440509668, 0.0, 0.0, 3.737384518375317, 3.441741701987812, 3.9713706295302678, 4.137353922287879, 3.8615665611175447, 3.9301070229733313, 0.005758292958932676], [-154.77014317625137, 0.0, 0.0, 0.0, -154.77014317625137, 0.0, 10.69841107307764, 10.15255503096076, 10.825418688994624, 11.119794326806767, 11.11123657266487, 10.542231771280129, 0.12318046403256187], [-96.02501329147051, 0.0, 0.0, 0.0, 0.0, -96.02501329147051, 6.489758032082728, 6.040119164181142, 6.867251024818305, 6.856524523787119, 6.47341408604584, 7.368145959788089, 0.06294904970573803], [58.61970528328099, 4.555490126241353, 13.308474760354486, 3.737384518375317, 10.69841107307764, 6.489758032082728, -27.752042490436793, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8650950112477886], [56.74245577358256, 4.1472549791968305, 14.53219119285832, 3.441741701987812, 10.15255503096076, 6.040119164181142, 0.0, -22.55306575144294, 0.0, 0.0, 0.0, 0.0, 2.826476811827973], [62.06765825399408, 5.484132172521052, 14.676080885011732, 3.9713706295302678, 10.825418688994624, 6.867251024818305, 0.0, 0.0, -33.15231972518152, 0.0, 0.0, 0.0, 3.036874553525818], [61.18314177425107, 5.017298606980564, 13.770103704492785, 4.137353922287885, 11.119794326806767, 6.856524523787119, 0.0, 0.0, 0.0, -27.432823375114083, 0.0, 0.0, 2.96879963812927], [59.11186108823206, 4.760970469277633, 12.99888253369249, 3.8615665611175447, 11.11123657266487, 6.47341408604584, 0.0, 0.0, 0.0, 0.0, -28.200035932550765, 0.0, 2.867216790742875], [58.90237079680337, 4.503926755159184, 14.605086021907702, 3.9301070229733313, 10.54223177128013, 7.368145959788089, 0.0, 0.0, 0.0, 0.0, 0.0, -25.889738628034113, 2.87152480586037], [1.7839688727987095, 0.05065868893746028, 0.8041802372616331, 0.005758292958905287, 0.12318046403252225, 0.06294904970570059, 2.865095011247149, 2.826476811828229, 3.036874553523603, 2.968799638128644, 2.867216790743214, 2.87152480586019, -21.420373606018984]])
101	Cdk5r1_chr11_12590	NaNs in SEs; H=np.array([[-397.9012010899773, -59.6148751336149, -106.26668571525309, -69.30861598632193, -12.809467212055905, 28.865591066825722, 29.984912181993522, 30.371678842274516, 28.351641620715267, 26.544621008834856, 28.239317441781168, 0.85244435571933], [-59.6148751336149, -59.6148751336149, 0.0, 0.0, 0.0, 4.649127929543515, 4.778959252575486, 4.116208804805294, 4.230679283981719, 3.8247988478812753, 4.404648584355277, 0.06540795130046886], [-106.26668571525309, 0.0, -106.26668571525309, 0.0, 0.0, 8.199678828889382, 7.767372197329535, 7.862717447551851, 8.073954390601017, 6.748133720414609, 7.502865865137075, 0.06985378449433181], [-69.30861598632193, 0.0, 0.0, -69.30861598632193, 0.0, 4.61178406816919, 4.8189879296739555, 6.300488809417481, 4.687425382151706, 4.674000672682644, 4.622093982757733, 0.5034264885837316], [-12.809467212055905, 0.0, 0.0, 0.0, -12.809467212055905, 0.960804327874815, 0.9986902750787623, 0.9084094849469813, 0.896534970862678, 0.8225203072079799, 1.0108787438089062, 0.0002801750967503756], [28.865591066825722, 4.649127929543515, 8.199678828889382, 4.61178406816919, 0.960804327874815, -13.689011057602084, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2791348415480357], [29.984912181993522, 4.778959252575486, 7.767372197329535, 4.8189879296739555, 0.9986902750787622, 0.0, -15.77028962133078, 0.0, 0.0, 0.0, 0.0, 1.339960159376028], [30.371678842274523, 4.116208804805294, 7.862717447551851, 6.300488809417487, 0.9084094849469813, 0.0, 0.0, -14.254052538830654, 0.0, 0.0, 0.0, 1.4449913288145961], [28.351641620715267, 4.230679283981719, 8.073954390601019, 4.687425382151707, 0.896534970862678, 0.0, 0.0, 0.0, -12.280338473467562, 0.0, 0.0, 1.2682121447114796], [26.544621008834856, 3.8247988478812753, 6.748133720414609, 4.674000672682644, 0.8225203072079793, 0.0, 0.0, 0.0, 0.0, -10.889007185494524, 0.0, 1.2150089113405884], [28.239317441781168, 4.404648584355277, 7.502865865137075, 4.622093982757734, 1.0108787438089062, 0.0, 0.0, 0.0, 0.0, 0.0, -16.0096435330051, 1.2622882983444084], [0.8524443557195696, 0.06540795130043975, 0.0698537844942777, 0.5034264885837523, 0.00028017509674960195, 1.279134841548796, 1.339960159375778, 1.4449913288140124, 1.268212144710958, 1.2150089113408171, 1.2622882983442878, -8.950508027722208]])
102	Col1a1_chr11_15316	ok
103	Col5a1_chr2_2562	NaNs in SEs; H=np.array([[-232.4648389609385, -24.78063537417108, -52.33969774891545, -30.258837412220533, 16.099572463157166, 16.24298713437113, 16.583351579856078, 16.873191612621625, 16.992468067031172, 16.055276209073035, 0.13118480061055904], [-24.78063537417108, -24.78063537417108, 0.0, 0.0, 1.7422989942206357, 1.6800103227447376, 1.8715324417104116, 1.8825054549126063, 1.713398353627756, 1.6689598125276384, 0.0030816199894654157], [-52.33969774891545, 0.0, -52.33969774891545, 0.0, 3.50533036233375, 3.7350912703331676, 3.633887782262077, 3.8316602382882867, 3.915635384581148, 3.657355039496239, 0.007030443806578067], [-30.258837412220533, 0.0, 0.0, -30.258837412220533, 1.9637497193694529, 2.2017762358553874, 2.2389513830019205, 2.229592925089186, 2.095344383473183, 2.1793280501832992, 0.00042137275599536764], [16.09957246315716, 1.7422989942206357, 3.5053303623337433, 1.9637497193694529, -6.307165318894842, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5387927071732989], [16.242987134371123, 1.6800103227447376, 3.7350912703331676, 2.2017762358553874, 0.0, -7.1159618534562314, 0.0, 0.0, 0.0, 0.0, 0.5326671153791703], [16.583351579856078, 1.8715324417104116, 3.6338877822620765, 2.2389513830019205, 0.0, 0.0, -7.428416242275043, 0.0, 0.0, 0.0, 0.5446421615886271], [16.87319161262162, 1.8825054549126063, 3.831660238288284, 2.229592925089186, 0.0, 0.0, 0.0, -9.986875877993402, 0.0, 0.0, 0.5530353907292876], [16.992468067031172, 1.713398353627756, 3.915635384581148, 2.095344383473183, 0.0, 0.0, 0.0, 0.0, -7.2385815136711615, 0.0, 0.5656338873741371], [16.055276209073035, 1.6689598125276384, 3.657355039496239, 2.1793280501833, 0.0, 0.0, 0.0, 0.0, 0.0, -6.9564707459382635, 0.5270683904460886], [0.13118480061066862, 0.0030816199894632135, 0.007030443806554487, 0.00042137275597209367, 0.5387927071731724, 0.5326671153789562, 0.5446421615876034, 0.5530353907294625, 0.5656338873737354, 0.5270683904465159, -4.79441605087959]])
104	Foxa2_chr2_13862	ok
105	Gata4_chr14_5693	ok
106	Gata4_chr14_5763	ok
107	Gata4_chr14_5779	NaNs in SEs; H=np.array([[-288.34333674402336, -57.11826682276991, -42.91910034761274, -29.58176489045407, 20.858393566822812, 21.5831083582171, 21.10437996058291, 19.741642416674875, 19.723964450200157, 20.272375857674692, 0.49372487695558503], [-57.11826682276991, -57.11826682276991, 0.0, 0.0, 4.2432821773482114, 4.32611049721439, 4.216554021090216, 3.8765108261616805, 3.708568973482405, 3.979395693656855, 0.10138246008254974], [-42.91910034761274, 0.0, -42.91910034761274, 0.0, 2.906434805074127, 3.055681653398244, 3.0043379543641127, 2.9368097625951566, 3.3167361470550913, 3.2099124505554246, 0.009275194704528986], [-29.58176489045407, 0.0, 0.0, -29.58176489045407, 2.3197748000957024, 2.1907691099499855, 2.039285895316361, 1.9921394811303097, 2.0062683568669586, 2.1522871617570387, 0.0062614812687229494], [20.858393566822812, 4.2432821773482114, 2.906434805074127, 2.319774800095703, -10.190332242433234, 0.0, 0.0, 0.0, 0.0, 0.0, 1.143769532772719], [21.5831083582171, 4.32611049721439, 3.0556816533982465, 2.1907691099499855, 0.0, -11.673801230692034, 0.0, 0.0, 0.0, 0.0, 1.192518991021763], [21.10437996058291, 4.216554021090216, 3.0043379543641127, 2.039285895316361, 0.0, 0.0, -9.268120325323386, 0.0, 0.0, 0.0, 1.170669050897021], [19.741642416674875, 3.876510826161681, 2.9368097625951566, 1.9921394811303097, 0.0, 0.0, 0.0, -8.299403452275426, 0.0, 0.0, 1.0849646533179365], [19.723964450200175, 3.708568973482405, 3.316736147055092, 2.0062683568669586, 0.0, 0.0, 0.0, 0.0, -11.80562581025848, 0.0, 1.0653158426834812], [20.272375857674692, 3.9793956936568553, 3.209912450555424, 2.1522871617570387, 0.0, 0.0, 0.0, 0.0, 0.0, -7.699164852889301, 1.0987015473273896], [0.493724876955298, 0.1013824600825437, 0.009275194704452261, 0.006261481268753144, 1.1437695327729216, 1.1925189910217568, 1.1706690508961515, 1.0849646533177975, 1.0653158426838445, 1.0987015473272095, -9.78816195691752]])
108	Igfbp4_chr11_16735	ok
109	Igfbp4_chr11_16738	ok
110	Klf4_chr4_3946	ok
111	Lama1_chr17_7814	ok
112	Lamb1_chr12_2182	NaNs in SEs; H=np.array([[-184.6170902076703, -58.4112837895232, -32.20039541101557, 16.679499818999105, 18.710182910235787, 15.06699221415104, 17.507372058990338, 15.274544481529317, 17.17490723406159, 0.23349462208820917], [-58.4112837895232, -58.4112837895232, 0.0, 5.222582693226783, 6.057312959317417, 4.8386586395770985, 5.260429728013579, 5.0435947480268934, 5.228058823805214, 0.12998497673645776], [-32.20039541101557, 0.0, -32.20039541101557, 2.921272935764596, 3.1496936053177382, 2.8317701879599415, 2.9273988823482147, 2.6554378949364303, 3.115415614033186, 0.009965331490404544], [16.679499818999105, 5.222582693226783, 2.921272935764596, -11.954009802642876, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5028500803386535], [18.710182910235787, 6.057312959317417, 3.1496936053177382, 0.0, -8.12992598704679, 0.0, 0.0, 0.0, 0.0, 0.5683424975980294], [15.06699221415104, 4.8386586395770985, 2.8317701879599415, 0.0, 0.0, -10.552599334200151, 0.0, 0.0, 0.0, 0.45392840903767506], [17.507372058990338, 5.2604297280135786, 2.9273988823482147, 0.0, 0.0, 0.0, -9.370559398450409, 0.0, 0.0, 0.5260698956335377], [15.274544481529317, 5.0435947480268934, 2.655437894936431, 0.0, 0.0, 0.0, 0.0, -11.370924709257942, 0.0, 0.4645156311066973], [17.174907234061592, 5.228058823805216, 3.1154156140331866, 0.0, 0.0, 0.0, 0.0, 0.0, -9.562972026368097, 0.5144463027134429], [0.23349462208790328, 0.12998497673642362, 0.009965331490402463, 0.5028500803392149, 0.568342497597996, 0.4539284090377578, 0.5260698956329861, 0.4645156311070764, 0.5144463027128836, -2.379992975735604]])
113	Lamb1_chr12_2203	ok
114	Sox17_chr1_65	ok
115	Sox17_chr1_73	NaNs in SEs; H=np.array([[-447.9662846213684, -63.052460981347075, -103.96956111705377, -52.50587111836602, -57.225132559160826, 36.03595502741601, 36.918161361208675, 35.15230459816137, 35.538681825786604, 34.93901378363438, 36.734996313369074, 1.8976895552507669], [-63.052460981347075, -63.052460981347075, 0.0, 0.0, 0.0, 5.233100639055428, 5.445452570903944, 5.051209494993719, 4.594741068484822, 4.390019224643634, 5.418905121222471, 0.20787297757537593], [-103.96956111705377, 0.0, -103.96956111705377, 0.0, 0.0, 7.776640179599842, 8.76804868382615, 8.301268765842437, 7.714357823887919, 8.532644204998018, 8.626378851597401, 0.6997884270309739], [-52.50587111836602, 0.0, 0.0, -52.50587111836602, 0.0, 4.43882920871031, 4.076929652159014, 4.392218947133404, 4.22245042398232, 3.976325199995387, 4.37975361802551, 0.022675161673591862], [-57.225132559160826, 0.0, 0.0, 0.0, -57.225132559160826, 4.718822822991376, 4.7731321981615205, 4.624051065132871, 4.794505194443533, 4.144498877816202, 4.538144573344652, 0.07714197199137121], [36.035955027415994, 5.233100639055428, 7.776640179599842, 4.43882920871031, 4.718822822991373, -19.88137074336097, 0.0, 0.0, 0.0, 0.0, 0.0, 2.336703153888151], [36.91816136120868, 5.445452570903946, 8.76804868382615, 4.076929652159014, 4.7731321981615205, 0.0, -18.22666419769822, 0.0, 0.0, 0.0, 0.0, 2.4303671163930294], [35.15230459816137, 5.051209494993719, 8.301268765842437, 4.392218947133404, 4.624051065132871, 0.0, 0.0, -22.568392480925038, 0.0, 0.0, 0.0, 2.285311459561154], [35.538681825786604, 4.594741068484822, 7.714357823887919, 4.22245042398232, 4.7945051944435315, 0.0, 0.0, 0.0, -19.076425623763317, 0.0, 0.0, 2.3162335524908593], [34.93901378363438, 4.390019224643634, 8.532644204998018, 3.9763251999953915, 4.144498877816202, 0.0, 0.0, 0.0, 0.0, -18.719247711871695, 0.0, 2.321384018106644], [36.73499631336908, 5.418905121222472, 8.626378851597401, 4.37975361802551, 4.538144573344652, 0.0, 0.0, 0.0, 0.0, 0.0, -21.020274878364553, 2.407560259216895], [1.8976895552509063, 0.2078729775753665, 0.6997884270310024, 0.022675161673610944, 0.07714197199137018, 2.336703153887129, 2.430367116393313, 2.2853114595599777, 2.316233552491383, 2.3213840181067553, 2.4075602592172345, -14.60857430323631]])
116	Btg1_chr10_9588	ok
117	Cited2_chr10_1267	ok
118	Epas1_chr17_10056	ok
119	Foxa2_chr2_13812	NaNs in SEs; H=np.array([[-430.2955901481152, -70.49413736056982, -44.642847012334634, -39.909619903039854, -43.77174868261296, 33.82148742441227, 33.96974290143804, 33.116125188375996, 34.126605217533246, 32.467516307124214, 33.08421029003251, 0.692261182110335], [-70.49413736056982, -70.49413736056982, 0.0, 0.0, 0.0, 5.368370255565521, 5.164870548605939, 5.946750522718876, 5.659603898662718, 5.4929536079652195, 5.243578422147946, 0.09001803112887893], [-44.642847012334634, 0.0, -44.642847012334634, 0.0, 0.0, 3.5297044402450686, 3.6084851111937906, 3.6814337088700757, 3.491491201543561, 3.1271254392693613, 3.4353299573907288, 0.010788693441169665], [-39.909619903039854, 0.0, 0.0, -39.909619903039854, 0.0, 3.0638727859429977, 3.1835827123701006, 3.049880917565954, 3.2005855323105936, 3.04347094676677, 3.1123972299310543, 0.0022947982835438787], [-43.77174868261296, 0.0, 0.0, 0.0, -43.77174868261296, 3.124575357618817, 3.4207527535780478, 3.5126064489732634, 3.3629768787659944, 3.4132008635986857, 3.6110150679925814, 0.0026719163536625887], [33.82148742441227, 5.368370255565521, 3.5297044402450686, 3.063872785942999, 3.124575357618817, -17.41791712348597, 0.0, 0.0, 0.0, 0.0, 0.0, 1.447827283118441], [33.96974290143804, 5.164870548605939, 3.6084851111937906, 3.1835827123701015, 3.4207527535780478, 0.0, -15.97149735317492, 0.0, 0.0, 0.0, 0.0, 1.4366907201043295], [33.116125188375996, 5.946750522718876, 3.6814337088700757, 3.049880917565954, 3.5126064489732634, 0.0, 0.0, -16.16135073496309, 0.0, 0.0, 0.0, 1.3732135985454996], [34.126605217533246, 5.659603898662718, 3.491491201543561, 3.2005855323105936, 3.3629768787659975, 0.0, 0.0, 0.0, -19.947800077705004, 0.0, 0.0, 1.4442973338198657], [32.46751630712422, 5.492953607965221, 3.1271254392693613, 3.04347094676677, 3.4132008635986857, 0.0, 0.0, 0.0, 0.0, -14.943690612321985, 0.0, 1.369788173939669], [33.08421029003251, 5.243578422147946, 3.4353299573907288, 3.1123972299310543, 3.6110150679925814, 0.0, 0.0, 0.0, 0.0, 0.0, -17.58712742365839, 1.3848605025527576], [0.6922611821109683, 0.09001803112887785, 0.01078869344116029, 0.002294798283529076, 0.0026719163536164103, 1.4478272831184995, 1.436690720104366, 1.3732135985459308, 1.4442973338196907, 1.3697881739396962, 1.3848605025516463, -9.702534233442748]])
120	Igfbp4_chr11_16716	ok
121	Lama1_chr17_7788	ok
122	Sox17_chr1_69	ok
123	Sox4_chr13_2057	NaNs in SEs; H=np.array([[-345.1243845141157, -20.439106882801223, -21.529104901298933, -78.93218613491983, -9.933106751699446, -117.84123307992765, 27.507639103549682, 26.09057190898097, 26.323178954603613, 27.751431549702716, 28.284948463505344, 25.706577191042626, 1.6156930330685877], [-20.439106882801223, -20.439106882801223, 0.0, 0.0, 0.0, 0.0, 1.7506426347761956, 1.4211932851522668, 1.7340508236159864, 1.5975807747638022, 1.6160182804356371, 1.6451622123425438, 0.00188603854465633], [-21.529104901298933, 0.0, -21.529104901298933, 0.0, 0.0, 0.0, 1.8885111584845475, 1.559856022143581, 1.7084129007364965, 1.7260593455371191, 1.67615886265969, 1.6841915189255143, 0.0013116886103808627], [-78.93218613491983, 0.0, 0.0, -78.93218613491983, 0.0, 0.0, 6.258779547818889, 5.948038860384235, 6.162355351607869, 6.434148411546395, 6.254340441350192, 6.318095599168281, 0.023459088372794572], [-9.933106751699446, 0.0, 0.0, 0.0, -9.933106751699446, 0.0, 0.7662651155421725, 0.7337870799307106, 0.8195125813852691, 0.8252997880081457, 0.8224690470431537, 0.7425535793073101, 7.507334730661134e-05], [-117.84123307992765, 0.0, 0.0, 0.0, 0.0, -117.84123307992765, 8.579636684560182, 9.199553235743009, 8.459591630017567, 9.623494872315428, 9.913638353891638, 8.177169863812356, 1.5522134895077258], [27.507639103549682, 1.7506426347761956, 1.888511158484551, 6.258779547818889, 0.7662651155421726, 8.579636684560182, -15.851934754183825, 0.0, 0.0, 0.0, 0.0, 0.0, 1.437262517103902], [26.090571908980973, 1.421193285152268, 1.559856022143581, 5.948038860384235, 0.7337870799307106, 9.199553235743009, 0.0, -9.652845545224315, 0.0, 0.0, 0.0, 0.0, 1.4892550375983618], [26.323178954603613, 1.7340508236159864, 1.7084129007364965, 6.162355351607869, 0.8195125813852691, 8.459591630017567, 0.0, 0.0, -16.37760804510744, 0.0, 0.0, 0.0, 1.40259366590967], [27.75143154970272, 1.5975807747638036, 1.7260593455371191, 6.434148411546395, 0.8252997880081454, 9.623494872315428, 0.0, 0.0, 0.0, -14.42804862572057, 0.0, 0.0, 1.5630106920038684], [28.28494846350534, 1.6160182804356371, 1.67615886265969, 6.254340441350192, 0.8224690470431537, 9.91363835389163, 0.0, 0.0, 0.0, 0.0, -15.547828400047242, 0.0, 1.607027596002774], [25.706577191042626, 1.6451622123425438, 1.6841915189255146, 6.318095599168281, 0.7425535793073101, 8.177169863812356, 0.0, 0.0, 0.0, 0.0, 0.0, -15.917244664499542, 1.360871787629968], [1.6156930330689647, 0.0018860385446508587, 0.0013116886103770042, 0.02345908837288846, 7.507334730583182e-05, 1.5522134895077144, 1.4372625171033633, 1.4892550375969904, 1.4025936659107856, 1.563010692001626, 1.6070275960016716, 1.3608717876298897, -9.876379052439006]])
124	Sparc_chr11_7180	ok
125	Sparc_chr11_7199	ok
126	Col1a1_chr11_15269	ok
127	Col1a1_chr11_15276	ok
128	Gata4_chr14_5729	ok
129	Lama1_chr17_7787	ok
130	Sox17_chr1_83	ok
131	Sparc_chr11_7205	ok
